,contestId,index,name,type,points,rating,tags
6147,132,B,Piet,PROGRAMMING,1500.0,2100.0,['implementation']
6148,132,A,Turing Tape,PROGRAMMING,500.0,1300.0,['implementation']
6149,131,F,Present to Mom,PROGRAMMING,2500.0,2000.0,"['binary search', 'two pointers']"
6150,131,E,Yet Another Task with Queens,PROGRAMMING,2500.0,1700.0,['sortings']
6151,131,D,Subway,PROGRAMMING,2000.0,1600.0,"['dfs and similar', 'graphs']"
6152,131,C,The World is a Theatre,PROGRAMMING,1500.0,1400.0,"['combinatorics', 'math']"
6153,131,B,Opposites Attract,PROGRAMMING,1000.0,1200.0,"['implementation', 'math']"
6154,131,A,cAPS lOCK,PROGRAMMING,500.0,1000.0,"['implementation', 'strings']"
6155,130,J,Date calculation,PROGRAMMING,,1800.0,['*special']
6156,130,I,Array sorting,PROGRAMMING,,2300.0,"['*special', 'sortings']"
6157,130,H,Balanced brackets,PROGRAMMING,,1600.0,['*special']
6158,130,G,CAPS LOCK ON,PROGRAMMING,,1700.0,['*special']
6159,130,F,Prime factorization,PROGRAMMING,,1600.0,['*special']
6160,130,E,Tribonacci numbers,PROGRAMMING,,1600.0,['*special']
6161,130,D,Exponentiation,PROGRAMMING,,1500.0,['*special']
6162,130,C,Decimal sum,PROGRAMMING,,1500.0,['*special']
6163,130,B,Gnikool Ssalg,PROGRAMMING,,1400.0,"['*special', 'implementation', 'strings']"
6164,130,A,Hexagonal numbers,PROGRAMMING,,900.0,"['*special', 'implementation']"
6165,129,B,Students and Shoelaces,PROGRAMMING,1000.0,1200.0,"['brute force', 'dfs and similar', 'graphs', 'implementation']"
6166,129,A,Cookies,PROGRAMMING,500.0,900.0,['implementation']
6167,128,E,Birthday,PROGRAMMING,2500.0,2900.0,"['geometry', 'math']"
6168,128,D,Numbers,PROGRAMMING,2000.0,2000.0,"['constructive algorithms', 'implementation']"
6169,128,C,Games with Rectangle,PROGRAMMING,1500.0,2000.0,"['combinatorics', 'dp']"
6170,128,B,String,PROGRAMMING,1500.0,2100.0,"['brute force', 'constructive algorithms', 'hashing', 'implementation', 'string suffix structures', 'strings']"
6171,128,A,Statues,PROGRAMMING,1000.0,1500.0,['dfs and similar']
6172,127,B,Canvas Frames,PROGRAMMING,1000.0,1000.0,['implementation']
6173,127,A,Wasted Time,PROGRAMMING,500.0,900.0,['geometry']
6174,126,E,Pills,PROGRAMMING,2500.0,2900.0,"['brute force', 'flows']"
6175,126,D,Fibonacci Sums,PROGRAMMING,2000.0,2300.0,"['dp', 'math']"
6176,126,C,E-reader Display,PROGRAMMING,1500.0,2000.0,"['constructive algorithms', 'greedy']"
6177,126,B,Password,PROGRAMMING,1000.0,1700.0,"['binary search', 'dp', 'hashing', 'string suffix structures', 'strings']"
6178,126,A,Hot Bath,PROGRAMMING,500.0,1900.0,"['binary search', 'brute force', 'math']"
6179,125,E,MST Company,PROGRAMMING,5000.0,2400.0,"['binary search', 'graphs']"
6180,125,D,Two progressions,PROGRAMMING,3000.0,2200.0,"['constructive algorithms', 'greedy']"
6181,125,C,Hobbits' Party,PROGRAMMING,2000.0,1600.0,"['constructive algorithms', 'greedy']"
6182,125,B,Simple XML,PROGRAMMING,1500.0,1000.0,['implementation']
6183,125,A,Measuring Lengths in Baden,PROGRAMMING,1000.0,1400.0,['math']
6184,124,B,Permutations,PROGRAMMING,1000.0,1400.0,"['brute force', 'combinatorics', 'implementation']"
6185,124,A,The number of positions,PROGRAMMING,500.0,1000.0,['math']
6186,123,E,Maze,PROGRAMMING,2500.0,2500.0,"['dfs and similar', 'dp', 'probabilities', 'trees']"
6187,123,D,String,PROGRAMMING,2000.0,2300.0,['string suffix structures']
6188,123,C,Brackets,PROGRAMMING,1500.0,2300.0,"['combinatorics', 'dp', 'greedy']"
6189,123,B,Squares,PROGRAMMING,1000.0,1800.0,['math']
6190,123,A,Prime Permutation,PROGRAMMING,1000.0,1300.0,"['implementation', 'number theory', 'strings']"
6191,122,B,Lucky Substring,PROGRAMMING,1000.0,1000.0,"['brute force', 'implementation']"
6192,122,A,Lucky Division,PROGRAMMING,500.0,1000.0,"['brute force', 'number theory']"
6193,121,E,Lucky Array,PROGRAMMING,2500.0,2400.0,['data structures']
6194,121,D,Lucky Segments,PROGRAMMING,2000.0,2500.0,"['binary search', 'implementation', 'two pointers']"
6195,121,C,Lucky Permutation,PROGRAMMING,1500.0,1900.0,"['brute force', 'combinatorics', 'number theory']"
6196,121,B,Lucky Transformation,PROGRAMMING,1000.0,1500.0,['strings']
6197,121,A,Lucky Sum,PROGRAMMING,500.0,1100.0,['implementation']
6198,120,J,Minimum Sum,PROGRAMMING,,1900.0,"['divide and conquer', 'geometry', 'sortings']"
6199,120,I,Luck is in Numbers,PROGRAMMING,,2200.0,['greedy']
6200,120,H,Brevity is Soul of Wit,PROGRAMMING,,1800.0,['graph matchings']
6201,120,G,Boom,PROGRAMMING,,1800.0,['implementation']
6202,120,F,Spiders,PROGRAMMING,,1400.0,"['dp', 'greedy', 'trees']"
6203,120,E,Put Knight!,PROGRAMMING,,1400.0,"['games', 'math']"
6204,120,D,Three Sons,PROGRAMMING,,1400.0,['brute force']
6205,120,C,Winnie-the-Pooh and honey,PROGRAMMING,,1100.0,"['implementation', 'math']"
6206,120,B,Quiz League,PROGRAMMING,,1100.0,['implementation']
6207,120,A,Elevator,PROGRAMMING,,1000.0,"['brute force', 'implementation', 'math']"
6208,119,E,Alternative Reality,PROGRAMMING,2500.0,2400.0,['geometry']
6209,119,D,String Transformation,PROGRAMMING,2000.0,2500.0,"['hashing', 'strings']"
6210,119,C,Education Reform,PROGRAMMING,1500.0,2000.0,['dp']
6211,119,B,Before Exam,PROGRAMMING,1000.0,1900.0,"['constructive algorithms', 'implementation', 'sortings']"
6212,119,A,Epic Game,PROGRAMMING,500.0,800.0,['implementation']
6213,118,E,Bertown roads,PROGRAMMING,2500.0,2000.0,"['dfs and similar', 'graphs']"
6214,118,D,Caesar's Legions,PROGRAMMING,2000.0,1700.0,['dp']
6215,118,C,Fancy Number,PROGRAMMING,1500.0,1900.0,"['brute force', 'greedy', 'sortings', 'strings']"
6216,118,B,Present from Lena,PROGRAMMING,1000.0,1000.0,"['constructive algorithms', 'implementation']"
6217,118,A,String Task,PROGRAMMING,500.0,1000.0,"['implementation', 'strings']"
6218,117,E,Tree or not Tree,PROGRAMMING,2500.0,2900.0,"['data structures', 'divide and conquer', 'implementation', 'trees']"
6219,117,D,Not Quick Transformation,PROGRAMMING,2000.0,2500.0,"['divide and conquer', 'math']"
6220,117,C,Cycle,PROGRAMMING,1500.0,2000.0,"['dfs and similar', 'graphs']"
6221,117,B,Very Interesting Game,PROGRAMMING,1000.0,1800.0,"['brute force', 'number theory']"
6222,117,A,Elevator,PROGRAMMING,500.0,1300.0,"['implementation', 'math']"
6223,116,B,Little Pigs and Wolves,PROGRAMMING,1000.0,1100.0,"['greedy', 'implementation']"
6224,116,A,Tram,PROGRAMMING,500.0,800.0,['implementation']
6225,115,E,Linear Kingdom Races,PROGRAMMING,2500.0,2400.0,"['data structures', 'dp']"
6226,115,D,Unambiguous Arithmetic Expression,PROGRAMMING,2000.0,2600.0,"['dp', 'expression parsing']"
6227,115,C,Plumber,PROGRAMMING,1500.0,2200.0,['math']
6228,115,B,Lawnmower,PROGRAMMING,1000.0,1500.0,"['greedy', 'sortings']"
6229,115,A,Party,PROGRAMMING,500.0,900.0,"['dfs and similar', 'graphs', 'trees']"
6230,114,B,PFAST Inc.,PROGRAMMING,1000.0,1500.0,"['bitmasks', 'brute force', 'graphs']"
6231,114,A,Cifera,PROGRAMMING,500.0,1000.0,['math']
6232,113,E,Sleeping,PROGRAMMING,2500.0,2700.0,"['combinatorics', 'implementation', 'math']"
6233,113,D,Museum,PROGRAMMING,2000.0,2700.0,"['math', 'matrices', 'probabilities']"
6234,113,C,Double Happiness,PROGRAMMING,1500.0,2200.0,"['brute force', 'math', 'number theory']"
6235,113,B,Petr#,PROGRAMMING,1000.0,2000.0,"['brute force', 'data structures', 'hashing', 'strings']"
6236,113,A,Grammar Lessons,PROGRAMMING,500.0,1600.0,"['implementation', 'strings']"
6237,112,B,Petya and Square,PROGRAMMING,1000.0,1200.0,"['implementation', 'math']"
6238,112,A,Petya and Strings,PROGRAMMING,500.0,800.0,"['implementation', 'strings']"
6239,111,E,Petya and Rectangle,PROGRAMMING,2500.0,2900.0,[]
6240,111,D,Petya and Coloring,PROGRAMMING,2000.0,2300.0,"['combinatorics', 'dp']"
6241,111,C,Petya and Spiders,PROGRAMMING,1500.0,2100.0,"['bitmasks', 'dp', 'dsu']"
6242,111,B,Petya and Divisors,PROGRAMMING,1000.0,1900.0,"['binary search', 'data structures', 'number theory']"
6243,111,A,Petya and Inequiations,PROGRAMMING,500.0,1400.0,['greedy']
6244,110,B,Lucky String,PROGRAMMING,1000.0,1100.0,"['constructive algorithms', 'strings']"
6245,110,A,Nearly Lucky Number,PROGRAMMING,500.0,800.0,['implementation']
6246,109,E,Lucky Interval,PROGRAMMING,2500.0,2700.0,"['brute force', 'math']"
6247,109,D,Lucky Sorting,PROGRAMMING,2000.0,2000.0,"['constructive algorithms', 'sortings']"
6248,109,C,Lucky Tree,PROGRAMMING,1500.0,1900.0,"['dp', 'dsu', 'trees']"
6249,109,B,Lucky Probability,PROGRAMMING,1000.0,1900.0,"['brute force', 'probabilities']"
6250,109,A,Lucky Sum of Digits,PROGRAMMING,500.0,1000.0,"['brute force', 'implementation']"
6251,108,B,Datatypes,PROGRAMMING,1000.0,1400.0,"['math', 'sortings']"
6252,108,A,Palindromic Times,PROGRAMMING,500.0,1000.0,"['implementation', 'strings']"
6253,107,E,Darts,PROGRAMMING,2500.0,2700.0,"['geometry', 'probabilities']"
6254,107,D,Crime Management,PROGRAMMING,2000.0,2400.0,"['dp', 'graphs', 'matrices']"
6255,107,C,Arrangement,PROGRAMMING,1500.0,2400.0,"['bitmasks', 'dp']"
6256,107,B,Basketball Team,PROGRAMMING,1000.0,1600.0,"['combinatorics', 'dp', 'math', 'probabilities']"
6257,107,A,Dorm Water Supply,PROGRAMMING,500.0,1400.0,"['dfs and similar', 'graphs']"
6258,106,E,Space Rescuers,PROGRAMMING,2500.0,2100.0,"['geometry', 'ternary search']"
6259,106,D,Treasure Island,PROGRAMMING,2000.0,1700.0,"['brute force', 'implementation']"
6260,106,C,Buns,PROGRAMMING,1500.0,1700.0,['dp']
6261,106,B,Choosing Laptop,PROGRAMMING,1000.0,1000.0,"['brute force', 'implementation']"
6262,106,A,Card Game,PROGRAMMING,500.0,1000.0,['implementation']
6263,105,E,Lift and Throw,PROGRAMMING,2500.0,2500.0,['brute force']
6264,105,D,Entertaining Geodetics,PROGRAMMING,2000.0,2700.0,"['brute force', 'dsu', 'implementation']"
6265,105,C,Item World,PROGRAMMING,1500.0,2200.0,"['brute force', 'implementation', 'sortings']"
6266,105,B,Dark Assembly,PROGRAMMING,1000.0,1800.0,"['brute force', 'probabilities']"
6267,105,A,Transmigration,PROGRAMMING,500.0,1700.0,['implementation']
6268,104,A,Blackjack,PROGRAMMING,500.0,800.0,['implementation']
6269,103,E,Buying Sets,PROGRAMMING,2500.0,2900.0,"['flows', 'graph matchings']"
6270,103,D,Time to Raid Cowavans,PROGRAMMING,2000.0,2100.0,"['brute force', 'data structures', 'sortings']"
6271,103,C,Russian Roulette,PROGRAMMING,1500.0,1900.0,"['constructive algorithms', 'greedy']"
6272,103,B,Cthulhu,PROGRAMMING,1000.0,1500.0,"['dfs and similar', 'dsu', 'graphs']"
6273,103,A,Testing Pants for Sadness,PROGRAMMING,500.0,1100.0,"['greedy', 'implementation', 'math']"
6274,102,B,Sum of Digits,PROGRAMMING,1000.0,1000.0,['implementation']
6275,102,A,Clothes,PROGRAMMING,500.0,1200.0,['brute force']
6276,101,E,Candies and Stones,PROGRAMMING,2500.0,2500.0,"['divide and conquer', 'dp']"
6277,101,D,Castle,PROGRAMMING,2000.0,2300.0,"['dp', 'greedy', 'probabilities', 'sortings', 'trees']"
6278,101,C,Vectors,PROGRAMMING,1500.0,2000.0,"['implementation', 'math']"
6279,101,B,Buses,PROGRAMMING,1000.0,1700.0,"['binary search', 'data structures', 'dp']"
6280,101,A,Homework,PROGRAMMING,500.0,1200.0,['greedy']
6281,100,J,Interval Coloring,PROGRAMMING,,2400.0,"['*special', 'greedy', 'math']"
6282,100,I,Rotation,PROGRAMMING,,1500.0,"['*special', 'geometry', 'math']"
6283,100,H,Battleship,PROGRAMMING,,2100.0,"['*special', 'dfs and similar', 'implementation']"
6284,100,G,Name the album,PROGRAMMING,,1800.0,"['*special', 'data structures', 'implementation']"
6285,100,F,Polynom,PROGRAMMING,,1800.0,"['*special', 'implementation']"
6286,100,E,Lamps in a Line,PROGRAMMING,,1600.0,"['*special', 'math']"
6287,100,D,World of Mouth,PROGRAMMING,,1500.0,"['*special', 'strings']"
6288,100,C,A+B,PROGRAMMING,,1400.0,"['*special', 'implementation']"
6289,100,B,Friendly Numbers,PROGRAMMING,,1500.0,"['*special', 'implementation']"
6290,100,A,Carpeting the Room,PROGRAMMING,,1100.0,"['*special', 'implementation']"
6291,99,B,Help Chef Gerasim,PROGRAMMING,1000.0,1300.0,"['implementation', 'sortings']"
6292,99,A,Help Far Away Kingdom,PROGRAMMING,500.0,800.0,['strings']
6293,98,E,Help Shrek and Donkey,PROGRAMMING,2500.0,2700.0,"['dp', 'games', 'math', 'probabilities']"
6294,98,D,Help Monks,PROGRAMMING,2000.0,2500.0,['constructive algorithms']
6295,98,C,Help Greg the Dwarf,PROGRAMMING,1500.0,2500.0,"['geometry', 'ternary search']"
6296,98,B,Help King,PROGRAMMING,1000.0,2200.0,"['implementation', 'probabilities', 'trees']"
6297,98,A,Help Victoria the Wise,PROGRAMMING,500.0,1700.0,"['brute force', 'implementation']"
6298,97,E,Leaders,PROGRAMMING,2500.0,2200.0,"['dfs and similar', 'dsu', 'graphs', 'trees']"
6299,97,D,Robot in Basement,PROGRAMMING,2000.0,2700.0,"['bitmasks', 'brute force', 'implementation']"
6300,97,C,Winning Strategy,PROGRAMMING,2000.0,2400.0,"['binary search', 'graphs', 'math', 'shortest paths']"
6301,97,B,Superset,PROGRAMMING,1500.0,2300.0,"['constructive algorithms', 'divide and conquer']"
6302,97,A,Domino,PROGRAMMING,500.0,2400.0,"['brute force', 'implementation']"
6303,96,B,Lucky Numbers (easy),PROGRAMMING,1000.0,1300.0,"['binary search', 'bitmasks', 'brute force']"
6304,96,A,Football,PROGRAMMING,500.0,900.0,"['implementation', 'strings']"
6305,95,E,Lucky Country,PROGRAMMING,2500.0,2500.0,"['dp', 'dsu', 'graphs']"
6306,95,D,Horse Races,PROGRAMMING,2000.0,2500.0,"['dp', 'math']"
6307,95,C,Volleyball,PROGRAMMING,1500.0,1900.0,['shortest paths']
6308,95,B,Lucky Numbers,PROGRAMMING,1000.0,1800.0,"['dp', 'greedy']"
6309,95,A,Hockey,PROGRAMMING,500.0,1600.0,"['implementation', 'strings']"
6310,94,B,Friends,PROGRAMMING,1000.0,1300.0,"['graphs', 'implementation', 'math']"
6311,94,A,Restoring Password,PROGRAMMING,500.0,900.0,"['implementation', 'strings']"
6312,93,E,Lostborn,PROGRAMMING,2500.0,2600.0,"['dp', 'math', 'number theory']"
6313,93,D,Flags,PROGRAMMING,2000.0,2500.0,"['dp', 'math', 'matrices']"
6314,93,C,Azembler,PROGRAMMING,1500.0,2500.0,"['brute force', 'implementation']"
6315,93,B,End of Exams,PROGRAMMING,1000.0,1900.0,['greedy']
6316,93,A,Frames,PROGRAMMING,500.0,1700.0,['implementation']
6317,92,B,Binary Number,PROGRAMMING,1000.0,1300.0,['greedy']
6318,92,A,Chips,PROGRAMMING,500.0,800.0,"['implementation', 'math']"
6319,91,E,Igloo Skyscraper,PROGRAMMING,2500.0,2500.0,"['data structures', 'geometry']"
6320,91,D,Grocer's Problem,PROGRAMMING,2500.0,2600.0,"['constructive algorithms', 'graphs', 'greedy']"
6321,91,C,Ski Base,PROGRAMMING,1500.0,2300.0,"['combinatorics', 'dsu', 'graphs']"
6322,91,B,Queue,PROGRAMMING,1000.0,1500.0,"['binary search', 'data structures']"
6323,91,A,Newspaper Headline,PROGRAMMING,500.0,1500.0,"['greedy', 'strings']"
6324,90,B,African Crossword,PROGRAMMING,1000.0,1100.0,"['implementation', 'strings']"
6325,90,A,Cableway,PROGRAMMING,500.0,1000.0,"['greedy', 'math']"
6326,89,E,Fire and Ice,PROGRAMMING,2500.0,2900.0,['greedy']
6327,89,D,Space mines,PROGRAMMING,1500.0,2500.0,['geometry']
6328,89,C,Chip Play,PROGRAMMING,1000.0,2300.0,"['brute force', 'data structures', 'implementation']"
6329,89,B,Widget Library,PROGRAMMING,1000.0,2300.0,"['dp', 'expression parsing', 'graphs', 'implementation']"
6330,89,A,Robbery,PROGRAMMING,500.0,1800.0,['greedy']
6331,88,B,Keyboard,PROGRAMMING,1000.0,1500.0,['implementation']
6332,88,A,Chord,PROGRAMMING,500.0,1200.0,"['brute force', 'implementation']"
6333,87,E,Mogohu-Rea Idol,PROGRAMMING,2500.0,2600.0,['geometry']
6334,87,D,Beautiful Road,PROGRAMMING,2000.0,2300.0,"['dfs and similar', 'dp', 'dsu', 'graphs', 'implementation', 'sortings', 'trees']"
6335,87,C,Interesting Game,PROGRAMMING,1500.0,2000.0,"['dp', 'games', 'math']"
6336,87,B,Vasya and Types,PROGRAMMING,1000.0,1800.0,"['implementation', 'strings']"
6337,87,A,Trains,PROGRAMMING,500.0,1500.0,"['implementation', 'math']"
6338,86,E,Long sequence,PROGRAMMING,2500.0,2700.0,"['brute force', 'math', 'matrices']"
6339,86,D,Powerful array,PROGRAMMING,2500.0,2200.0,"['data structures', 'implementation', 'math', 'two pointers']"
6340,86,C,Genetic engineering,PROGRAMMING,2000.0,2500.0,"['dp', 'string suffix structures', 'trees']"
6341,86,B,Tetris revisited,PROGRAMMING,1000.0,2200.0,"['constructive algorithms', 'graph matchings', 'greedy', 'math']"
6342,86,A,Reflection,PROGRAMMING,500.0,1600.0,['math']
6343,85,E,Guard Towers,PROGRAMMING,2500.0,2600.0,"['binary search', 'dsu', 'geometry', 'graphs', 'sortings']"
6344,85,D,Sum of Medians,PROGRAMMING,2000.0,2300.0,"['binary search', 'brute force', 'data structures', 'implementation']"
6345,85,C,Petya and Tree,PROGRAMMING,1500.0,2200.0,"['binary search', 'dfs and similar', 'probabilities', 'sortings', 'trees']"
6346,85,B,Embassy Queue,PROGRAMMING,1000.0,1800.0,"['data structures', 'greedy']"
6347,85,A,Domino,PROGRAMMING,500.0,1300.0,"['constructive algorithms', 'implementation']"
6348,84,C,Biathlon,PROGRAMMING,1500.0,1700.0,"['binary search', 'implementation']"
6349,84,A,Toy Army,PROGRAMMING,500.0,900.0,"['math', 'number theory']"
6350,83,E,Two Subsequences,PROGRAMMING,2500.0,2800.0,"['bitmasks', 'dp']"
6351,83,D,Numbers,PROGRAMMING,2000.0,2400.0,"['dp', 'math', 'number theory']"
6352,83,C,Track,PROGRAMMING,1500.0,2400.0,"['graphs', 'greedy', 'shortest paths']"
6353,83,B,Doctor,PROGRAMMING,1000.0,1800.0,"['binary search', 'math', 'sortings']"
6354,83,A,Magical Array,PROGRAMMING,500.0,1300.0,['math']
6355,82,E,Corridor,PROGRAMMING,2500.0,2600.0,['geometry']
6356,82,D,Two out of Three,PROGRAMMING,2000.0,2000.0,['dp']
6357,82,C,General Mobilization,PROGRAMMING,1500.0,2000.0,"['data structures', 'dfs and similar', 'sortings']"
6358,82,B,Sets,PROGRAMMING,1000.0,1700.0,"['constructive algorithms', 'hashing', 'implementation']"
6359,82,A,Double Cola,PROGRAMMING,500.0,1100.0,"['implementation', 'math']"
6360,81,E,Pairs,PROGRAMMING,2500.0,2700.0,"['dfs and similar', 'dp', 'dsu', 'graphs', 'implementation', 'trees']"
6361,81,D,Polycarp's Picture Gallery,PROGRAMMING,2000.0,2100.0,"['constructive algorithms', 'greedy']"
6362,81,C,Average Score,PROGRAMMING,1500.0,1700.0,"['greedy', 'math', 'sortings']"
6363,81,B,Sequence Formatting,PROGRAMMING,1000.0,1700.0,"['implementation', 'strings']"
6364,81,A,Plug-in,PROGRAMMING,500.0,1400.0,['implementation']
6365,80,B,Depression,PROGRAMMING,1000.0,1200.0,"['geometry', 'math']"
6366,80,A,Panoramix's Prediction,PROGRAMMING,500.0,800.0,['brute force']
6367,79,E,Security System,PROGRAMMING,2500.0,2900.0,['math']
6368,79,D,Password,PROGRAMMING,2000.0,2800.0,"['bitmasks', 'dp', 'shortest paths']"
6369,79,C,Beaver,PROGRAMMING,1500.0,1800.0,"['data structures', 'dp', 'greedy', 'hashing', 'strings', 'two pointers']"
6370,79,B,Colorful Field,PROGRAMMING,1000.0,1400.0,"['implementation', 'sortings']"
6371,79,A,Bus Game,PROGRAMMING,500.0,1200.0,['greedy']
6372,78,E,Evacuation,PROGRAMMING,2500.0,2300.0,"['flows', 'graphs', 'shortest paths']"
6373,78,D,Archer's Shot,PROGRAMMING,2000.0,2300.0,"['binary search', 'geometry', 'math', 'two pointers']"
6374,78,C,Beaver Game,PROGRAMMING,1500.0,2000.0,"['dp', 'games', 'number theory']"
6375,78,B,Easter Eggs,PROGRAMMING,1000.0,1200.0,"['constructive algorithms', 'implementation']"
6376,78,A,Haiku,PROGRAMMING,500.0,800.0,"['implementation', 'strings']"
6377,77,E,Martian Food,PROGRAMMING,2000.0,2800.0,['geometry']
6378,77,D,Domino Carpet,PROGRAMMING,2000.0,2300.0,"['dp', 'implementation']"
6379,77,C,Beavermuncher-0xFF,PROGRAMMING,1500.0,2100.0,"['dfs and similar', 'dp', 'dsu', 'greedy', 'trees']"
6380,77,B,Falling Anvils,PROGRAMMING,1000.0,1800.0,"['math', 'probabilities']"
6381,77,A,Heroes,PROGRAMMING,500.0,1400.0,"['brute force', 'implementation']"
6382,76,F,Tourist,PROGRAMMING,,2300.0,"['binary search', 'data structures', 'dp']"
6383,76,E,Points,PROGRAMMING,,1700.0,"['implementation', 'math']"
6384,76,D,Plus and xor,PROGRAMMING,,1700.0,"['dp', 'greedy', 'math']"
6385,76,C,Mutation,PROGRAMMING,,2700.0,"['bitmasks', 'dp', 'math']"
6386,76,B,Mice,PROGRAMMING,,2100.0,"['greedy', 'two pointers']"
6387,76,A,Gift,PROGRAMMING,,2200.0,"['dsu', 'graphs', 'sortings', 'trees']"
6388,75,E,Ship's Shortest Path,PROGRAMMING,2500.0,2400.0,"['geometry', 'shortest paths']"
6389,75,D,Big Maximum Sum,PROGRAMMING,2000.0,2000.0,"['data structures', 'dp', 'greedy', 'implementation', 'math', 'trees']"
6390,75,C,Modified GCD,PROGRAMMING,1500.0,1600.0,"['binary search', 'number theory']"
6391,75,B,Facetook Priority Wall,PROGRAMMING,1000.0,1500.0,"['expression parsing', 'implementation', 'strings']"
6392,75,A,Life Without Zeros,PROGRAMMING,500.0,1000.0,['implementation']
6393,74,E,Shift It!,PROGRAMMING,2500.0,2800.0,['constructive algorithms']
6394,74,D,Hanger,PROGRAMMING,2000.0,2400.0,['data structures']
6395,74,C,Chessboard Billiard,PROGRAMMING,1500.0,2100.0,"['dfs and similar', 'dsu', 'graphs', 'number theory']"
6396,74,B,Train,PROGRAMMING,1000.0,1500.0,"['dp', 'games', 'greedy']"
6397,74,A,Room Leader,PROGRAMMING,500.0,1000.0,['implementation']
6398,73,F,Plane of Tanks,PROGRAMMING,2000.0,2900.0,"['brute force', 'geometry']"
6399,73,E,Morrowindows,PROGRAMMING,1500.0,2400.0,"['math', 'number theory']"
6400,73,D,FreeDiv,PROGRAMMING,1500.0,2200.0,"['dfs and similar', 'graphs', 'greedy']"
6401,73,C,LionAge II,PROGRAMMING,1000.0,1800.0,['dp']
6402,73,B,Need For Brake,PROGRAMMING,1000.0,2000.0,"['binary search', 'greedy', 'sortings']"
6403,73,A,The Elder Trolls IV: Oblivon,PROGRAMMING,500.0,1600.0,"['greedy', 'math']"
6404,72,I,Goofy Numbers,PROGRAMMING,,1500.0,"['*special', 'implementation']"
6405,72,H,Reverse It!,PROGRAMMING,,1600.0,"['*special', 'implementation']"
6406,72,G,Fibonacci army,PROGRAMMING,,1000.0,"['*special', 'dp']"
6407,72,F,Oil,PROGRAMMING,,1900.0,"['*special', 'greedy', 'math']"
6408,72,E,Ali goes shopping,PROGRAMMING,,1800.0,"['*special', 'brute force', 'strings']"
6409,72,D,Perse-script,PROGRAMMING,,2300.0,"['*special', 'expression parsing']"
6410,72,C,Extraordinarily Nice Numbers,PROGRAMMING,,1200.0,"['*special', 'math']"
6411,72,B,INI-file,PROGRAMMING,,2200.0,"['*special', 'implementation']"
6412,72,A,"Goshtasp, Vishtasp and Eidi",PROGRAMMING,,1800.0,"['*special', 'greedy', 'math']"
6413,71,E,Nuclear Fusion,PROGRAMMING,2500.0,2200.0,"['bitmasks', 'dp']"
6414,71,D,Solitaire,PROGRAMMING,2000.0,2200.0,"['brute force', 'implementation']"
6415,71,C,Round Table Knights,PROGRAMMING,1500.0,1600.0,"['dp', 'math', 'number theory']"
6416,71,B,Progress Bar,PROGRAMMING,1000.0,1300.0,"['implementation', 'math']"
6417,71,A,Way Too Long Words,PROGRAMMING,500.0,800.0,['strings']
6418,70,E,Information Reform,PROGRAMMING,2500.0,2700.0,"['dp', 'implementation', 'trees']"
6419,70,D,Professor's task,PROGRAMMING,2000.0,2700.0,"['data structures', 'geometry']"
6420,70,C,Lucky Tickets,PROGRAMMING,1500.0,2200.0,"['binary search', 'data structures', 'sortings', 'two pointers']"
6421,70,B,Text Messaging,PROGRAMMING,1000.0,1600.0,"['expression parsing', 'greedy', 'strings']"
6422,70,A,Cookies,PROGRAMMING,500.0,1300.0,['math']
6423,69,E,Subsegments,PROGRAMMING,2500.0,1800.0,"['data structures', 'implementation']"
6424,69,D,Dot,PROGRAMMING,2000.0,1900.0,"['dp', 'games']"
6425,69,C,Game,PROGRAMMING,1500.0,2000.0,['implementation']
6426,69,B,Bets,PROGRAMMING,1000.0,1200.0,"['greedy', 'implementation']"
6427,69,A,Young Physicist,PROGRAMMING,500.0,1000.0,"['implementation', 'math']"
6428,68,E,Contact,PROGRAMMING,2500.0,2900.0,['geometry']
6429,68,D,Half-decay tree,PROGRAMMING,2000.0,2500.0,"['data structures', 'divide and conquer', 'dp', 'math', 'probabilities']"
6430,68,C,Synchrophasotron,PROGRAMMING,1500.0,2200.0,['brute force']
6431,68,B,Energy exchange,PROGRAMMING,1000.0,1600.0,['binary search']
6432,68,A,Irrational problem,PROGRAMMING,500.0,1100.0,"['implementation', 'number theory']"
6433,67,E,Save the City!,PROGRAMMING,2500.0,2500.0,['geometry']
6434,67,D,Optical Experiment,PROGRAMMING,2000.0,1900.0,"['binary search', 'data structures', 'dp']"
6435,67,C,Sequence of Balls,PROGRAMMING,1500.0,2600.0,['dp']
6436,67,B,Restoration of the Permutation,PROGRAMMING,1000.0,1800.0,['greedy']
6437,67,A,Partial Teacher,PROGRAMMING,500.0,1800.0,"['dp', 'graphs', 'greedy', 'implementation']"
6438,66,E,Petya and Post,PROGRAMMING,2500.0,2000.0,"['data structures', 'dp']"
6439,66,D,Petya and His Friends,PROGRAMMING,2000.0,1700.0,"['constructive algorithms', 'math', 'number theory']"
6440,66,C,Petya and File System,PROGRAMMING,1500.0,1800.0,"['data structures', 'implementation']"
6441,66,B,Petya and Countryside,PROGRAMMING,1000.0,1100.0,"['brute force', 'implementation']"
6442,66,A,Petya and Java,PROGRAMMING,500.0,1300.0,"['implementation', 'strings']"
6443,65,E,Harry Potter and Moving Staircases,PROGRAMMING,2500.0,2900.0,"['dfs and similar', 'implementation']"
